fact_id,location_id,time_id,product_id,price
20233,54,38,13,0.7
20234,54,39,13,0.7
20235,54,40,13,0.7
20236,54,172,15,5.92
20237,54,173,15,5.75
20238,54,16,15,5.75
20239,54,17,15,5.75
20240,54,18,15,5.75
20241,54,19,15,5.75
20242,54,20,15,5.75
20243,54,21,15,5.75
20244,54,22,15,5.75
20245,54,23,15,5.75
20246,54,24,15,5.75
20247,54,25,15,5.75
20248,54,26,15,5.75
20249,54,27,15,5.58
20250,54,28,15,5.75
20251,54,29,15,5.83
20252,54,30,15,5.83
20253,54,31,15,5.92
20254,54,32,15,5.92
20255,54,34,15,6.0
20256,54,35,15,6.0
20257,54,36,15,6.0
20258,54,37,15,6.0
20259,54,38,15,6.0
20260,54,39,15,6.0
20261,54,40,15,6.0
20262,54,125,52,23.5
20263,54,126,52,23.5
20264,54,127,52,23.5
20265,54,128,52,23.42
20266,54,129,52,23.58
20267,54,130,52,23.5
20268,54,131,52,23.5
20269,54,132,52,23.83
20270,54,133,52,24.33
20271,54,134,52,24.83
20272,54,135,52,25.25
20273,54,136,52,25.42
20274,54,137,52,25.58
20275,54,138,52,25.75
20276,54,139,52,26.5
20277,54,140,52,26.17
20278,54,141,52,25.83
20279,54,142,52,25.75
20280,54,143,52,25.67
20281,54,144,52,25.83
20282,54,145,52,26.0
20283,54,146,52,26.0
20284,54,147,52,26.08
20285,54,148,52,26.0
20286,54,149,52,26.17
20287,54,150,52,26.33
20288,54,151,52,26.17
20289,54,152,52,26.25
20290,54,153,52,26.17
20291,54,154,52,25.0
20292,54,155,52,24.92
20293,54,156,52,24.83
20294,54,157,52,25.0
20295,54,158,52,25.0
20296,54,159,52,25.08
20297,54,160,52,25.0
20298,54,210,52,25.83
20299,54,166,52,25.92
20300,54,167,52,25.75
20301,54,168,52,25.83
20302,54,169,52,25.83
20303,54,170,52,26.08
20304,54,1,52,26.58
20305,54,2,52,26.83
20306,54,3,52,26.92
20307,54,4,52,27.5
20308,54,5,52,27.5
20309,54,9,52,28.67
20310,54,10,52,28.83
20311,54,11,52,28.83
20312,54,12,52,28.5
20313,54,13,52,28.83
20314,54,14,52,29.0
20315,54,15,52,28.83
20316,54,172,52,28.83
20317,54,173,52,28.83
20318,54,16,52,28.83
20319,54,17,52,29.17
20320,54,18,52,29.17
20321,54,19,52,29.08
20322,54,20,52,29.08
20323,54,21,52,28.83
20324,54,22,52,29.08
20325,54,23,52,29.08
20326,54,24,52,29.17
20327,54,25,52,29.17
20328,54,26,52,29.0
20329,54,27,52,28.67
20330,54,28,52,29.0
20331,54,29,52,28.83
20332,54,30,52,29.0
20333,54,31,52,28.83
20334,54,32,52,28.83
20335,54,34,52,29.17
20336,54,35,52,29.25
20337,54,36,52,29.25
20338,54,37,52,29.33
20339,54,38,52,29.33
20340,54,39,52,29.33
20341,54,40,52,29.33
20342,54,125,53,11.58
20343,54,126,53,12.96
20344,54,127,53,13.45
20345,54,128,53,13.63
20346,54,129,53,12.17
20347,54,130,53,11.32
20348,54,131,53,12.73
20349,54,132,53,14.2
20350,54,133,53,14.73
20351,54,134,53,15.28
20352,54,135,53,15.33
20353,54,136,53,15.9
20354,54,137,53,14.7
20355,54,138,53,16.46
20356,54,139,53,15.49
20357,54,140,53,16.01
20358,54,141,53,16.4
20359,54,142,53,16.58
20360,54,143,53,16.37
20361,54,144,53,16.71
20362,54,145,53,15.71
20363,54,146,53,14.88
20364,54,147,53,14.83
20365,54,148,53,13.56
20366,54,149,53,13.52
20367,54,150,53,14.24
20368,54,151,53,14.64
20369,54,152,53,12.03
20370,54,153,53,12.48
20371,54,154,53,12.18
20372,54,155,53,12.36
20373,54,156,53,12.23
20374,54,157,53,12.32
20375,54,158,53,13.13
20376,54,159,53,13.79
20377,54,160,53,14.02
20378,54,210,53,12.73
20379,54,166,53,12.19
20380,54,167,53,13.91
20381,54,168,53,15.9
20382,54,169,53,15.33
20383,54,170,53,15.22
20384,54,1,53,15.39
20385,54,2,53,14.86
20386,54,3,53,14.9
20387,54,4,53,13.47
20388,54,5,53,13.86
20389,54,9,53,15.03
20390,54,10,53,14.78
20391,54,11,53,14.29
20392,54,12,53,13.9
20393,54,13,53,14.36
20394,54,14,53,16.02
20395,54,15,53,15.55
20396,54,172,53,14.36
20397,54,173,53,13.71
20398,54,16,53,13.92
20399,54,17,53,13.17
20400,54,18,53,12.82
20401,54,19,53,13.61
20402,54,20,53,14.68
20403,54,21,53,14.11
20404,54,22,53,14.74
20405,54,23,53,14.76
20406,54,24,53,14.9
20407,54,25,53,14.36
20408,54,26,53,13.05
20409,54,27,53,13.25
20410,54,28,53,13.5
20411,54,29,53,12.96
20412,54,30,53,14.13
20413,54,31,53,14.33
20414,54,32,53,14.79
20415,54,34,53,14.78
20416,54,35,53,14.49
20417,54,36,53,14.37
20418,54,37,53,13.97
20419,54,38,53,13.78
20420,54,39,53,13.44
20421,54,40,53,13.08
20422,54,125,54,7.0
20423,54,126,54,7.0
20424,54,127,54,7.0
20425,54,128,54,7.0
20426,54,129,54,7.0
20427,54,130,54,7.0
20428,54,131,54,7.0
20429,54,132,54,7.0
20430,54,133,54,7.42
20431,54,134,54,7.47
20432,54,135,54,7.55
20433,54,136,54,7.5
20434,54,137,54,7.46
20435,54,138,54,7.41
20436,54,139,54,7.42
20437,54,140,54,7.33
20438,54,141,54,7.29
20439,54,142,54,7.25
20440,54,143,54,7.25
20441,54,144,54,7.25
20442,54,145,54,7.13
20443,54,146,54,7.08
20444,54,147,54,7.08
20445,54,148,54,7.08
20446,54,149,54,7.08
20447,54,150,54,7.08
20448,54,151,54,7.08
20449,54,152,54,7.08
20450,54,153,54,7.08
20451,54,154,54,7.08
20452,54,155,54,7.08
20453,54,156,54,7.08
20454,54,157,54,7.08
20455,54,158,54,7.17
20456,54,159,54,7.17
20457,54,160,54,7.17
20458,54,210,54,8.25
20459,54,166,54,8.58
20460,54,167,54,8.67
20461,54,168,54,8.57
20462,54,169,54,8.67
20463,54,170,54,8.92
20464,54,1,54,9.0
20465,54,2,54,8.92
20466,54,3,54,8.92
20467,54,4,54,8.92
20468,54,5,54,8.92
20469,54,9,54,8.92
20470,54,10,54,8.92
20471,54,11,54,8.92
20472,54,12,54,8.92
20473,54,13,54,8.92
20474,54,14,54,8.92
20475,54,15,54,8.92
20476,54,172,54,8.92
20477,54,173,54,8.83
20478,54,16,54,8.79
20479,54,17,54,8.79
20480,54,18,54,8.46
20481,54,19,54,8.33
20482,54,20,54,8.17
20483,54,21,54,8.08
20484,54,22,54,8.0
20485,54,23,54,8.0
20486,54,24,54,8.0
20487,54,25,54,8.0
20488,54,26,54,8.0
20489,54,27,54,8.0
20490,54,28,54,8.0
20491,54,29,54,8.0
20492,54,30,54,8.08
20493,54,31,54,8.08
20494,54,32,54,8.08
20495,54,34,54,8.08
20496,54,35,54,8.08
20497,54,36,54,8.0
20498,54,37,54,8.0
20499,54,38,54,8.0
20500,54,39,54,8.0
20501,54,40,54,8.0
20502,54,125,55,9.0
20503,54,126,55,9.0
20504,54,127,55,8.5
20505,54,128,55,8.67
20506,54,129,55,8.58
20507,54,130,55,9.0
20508,54,131,55,9.5
20509,54,132,55,11.92
20510,54,133,55,11.5
20511,54,134,55,10.0
20512,54,135,55,9.33
20513,54,136,55,10.0
20514,54,137,55,10.0
20515,54,138,55,12.0
20516,54,139,55,12.0
20517,54,140,55,10.17
20518,54,141,55,10.0
20519,54,142,55,10.17
20520,54,143,55,10.0
20521,54,144,55,9.33
20522,54,145,55,9.75
20523,54,146,55,11.17
20524,54,147,55,11.25
20525,54,148,55,11.33
20526,54,149,55,10.5
20527,54,150,55,10.67
20528,54,151,55,10.0
20529,54,152,55,9.42
20530,54,153,55,9.42
20531,54,154,56,8.25
20532,54,155,56,7.92
20533,54,156,56,8.54
20534,54,157,56,8.38
20535,54,158,56,8.46
20536,54,159,56,8.88
20537,54,160,56,10.17
20538,54,210,56,7.96
20539,54,166,56,8.29
20540,54,167,56,9.88
20541,54,168,56,12.25
20542,54,169,56,16.5
20543,54,170,56,14.08
20544,54,1,56,11.67
20545,54,2,56,10.88
20546,54,3,56,9.83
20547,54,4,56,9.46
20548,54,5,56,11.75
20549,54,9,56,12.25
20550,54,10,56,11.5
20551,54,11,56,10.63
20552,54,12,56,11.08
20553,54,13,56,11.88
20554,54,14,56,11.92
20555,54,15,56,11.17
20556,54,172,56,10.58
20557,54,173,56,10.67
20558,54,16,56,10.83
20559,54,17,56,11.0
20560,54,18,56,10.17
20561,54,19,56,10.0
20562,54,20,56,9.75
20563,54,21,56,10.75
20564,54,22,56,11.42
20565,54,23,56,11.63
20566,54,24,56,11.25
20567,54,25,56,10.83
20568,54,26,56,10.42
20569,54,27,56,11.33
20570,54,28,56,11.67
20571,54,29,56,13.21
20572,54,30,56,14.38
20573,54,31,56,16.08
20574,54,32,56,17.38
20575,54,34,56,15.92
20576,54,35,56,14.29
20577,54,36,56,12.83
20578,54,37,56,12.25
20579,54,38,56,11.5
20580,54,39,56,11.5
20581,54,40,56,11.5
20582,54,125,57,7.17
20583,54,126,57,7.33
20584,54,127,57,7.42
20585,54,128,57,7.0
20586,54,129,57,7.0
20587,54,130,57,7.09
20588,54,131,57,7.08
20589,54,132,57,7.08
20590,54,133,57,7.08
20591,54,134,57,7.08
20592,54,135,57,7.08
20593,54,136,57,7.08
20594,54,137,57,7.38
20595,54,138,57,7.42
20596,54,139,57,7.12
20597,54,140,57,7.0
20598,54,141,57,7.0
20599,54,142,57,7.0
20600,54,143,57,7.0
20601,54,144,57,7.0
20602,54,145,57,7.0
20603,54,146,57,7.0
20604,54,147,57,6.62
20605,54,148,57,6.52
20606,54,149,57,6.87
20607,54,150,57,7.09
20608,54,151,57,7.08
20609,54,152,57,7.17
20610,54,153,57,6.89
20611,54,125,59,0.4
20612,54,126,59,0.4
20613,54,127,59,0.4
20614,54,128,59,0.4
20615,54,129,59,0.4
20616,54,130,59,0.4
20617,54,131,59,0.4
20618,54,132,59,0.4
20619,54,133,59,0.4
20620,54,134,59,0.4
20621,54,135,59,0.4
20622,54,136,59,0.4
20623,54,137,59,0.4
20624,54,138,59,0.4
20625,54,139,59,0.4
20626,54,140,59,0.4
20627,54,141,59,0.4
20628,54,172,59,0.4
20629,54,173,59,0.4
20630,54,16,59,0.4
20631,54,17,59,0.4
20632,54,18,59,0.4
20633,54,19,59,0.4
20634,54,20,59,0.4
20635,54,21,59,0.4
20636,54,22,59,0.4
20637,54,23,59,0.4
20638,54,24,59,0.4
20639,54,25,59,0.4
20640,54,26,59,0.4
20641,54,27,59,0.4
20642,54,28,59,0.4
20643,54,29,59,0.4
20644,54,30,59,0.4
20645,54,31,59,0.4
20646,54,32,59,0.4
20647,54,34,59,0.4
20648,54,35,59,0.4
20649,54,36,59,0.4
20650,54,37,59,0.4
20651,54,38,59,0.4
20652,54,39,59,0.4
20653,54,40,59,0.4
20654,54,154,60,8.08
20655,54,155,60,8.08
20656,54,156,60,8.08
20657,54,157,60,8.08
20658,54,158,60,8.08
20659,54,159,60,8.08
20660,54,160,60,8.08
20661,54,210,60,9.67
20662,54,166,60,9.59
20663,54,167,60,9.88
20664,54,168,60,9.82
20665,54,169,60,9.92
20666,54,170,60,9.92
20667,54,1,60,9.83
20668,54,2,60,9.92
20669,54,3,60,9.92
20670,54,4,60,9.92
20671,54,5,60,10.0
20672,54,9,60,9.83
20673,54,10,60,9.75
20674,54,11,60,9.75
20675,54,12,60,9.67
20676,54,13,60,9.67
20677,54,14,60,9.75
20678,54,15,60,9.75
20679,54,172,60,9.75
20680,54,173,60,9.75
20681,54,16,60,9.58
20682,54,17,60,9.42
20683,54,18,60,9.25
20684,54,19,60,9.25
20685,54,20,60,9.25
20686,54,21,60,9.17
20687,54,22,60,9.17
20688,54,23,60,9.25
20689,54,24,60,9.25
20690,54,25,60,9.17
20691,54,26,60,9.0
20692,54,27,60,9.0
20693,54,28,60,9.17
20694,54,29,60,9.17
20695,54,30,60,9.17
20696,54,31,60,9.17
20697,54,32,60,9.25
20698,54,34,60,9.25
20699,54,35,60,9.25
20700,54,36,60,9.25
20701,54,37,60,9.33
20702,54,38,60,9.33
20703,54,39,60,9.33
20704,54,40,60,9.33
20705,55,172,13,0.81
20706,55,173,13,0.81
20707,55,16,13,0.82
20708,55,17,13,0.82
20709,55,18,13,0.79
20710,55,19,13,0.8
20711,55,20,13,0.82
20712,55,21,13,0.82
20713,55,22,13,0.82
20714,55,23,13,0.8
20715,55,24,13,0.79
20716,55,25,13,0.8
20717,55,26,13,0.8
20718,55,27,13,0.81
20719,55,28,13,0.82
20720,55,29,13,0.8
20721,55,30,13,0.8
20722,55,31,13,0.8
20723,55,32,13,0.82
20724,55,34,13,0.81
20725,55,35,13,0.8
20726,55,36,13,0.8
20727,55,37,13,0.78
20728,55,38,13,0.8
20729,55,39,13,0.83
20730,55,40,13,0.83
20731,55,172,15,2.94
20732,55,173,15,2.94
20733,55,16,15,2.94
20734,55,17,15,2.94
20735,55,18,15,2.94
20736,55,19,15,2.89
20737,55,20,15,2.89
20738,55,21,15,2.98
20739,55,22,15,2.89
20740,55,23,15,2.94
20741,55,24,15,2.94
20742,55,25,15,2.94
20743,55,26,15,2.94
20744,55,27,15,2.98
20745,55,28,15,2.98
20746,55,29,15,2.98
20747,55,30,15,2.94
20748,55,31,15,2.98
20749,55,32,15,2.94
20750,55,34,15,2.89
20751,55,35,15,2.94
20752,55,36,15,2.98
20753,55,37,15,3.02
20754,55,38,15,3.02
20755,55,39,15,3.06
20756,55,40,15,3.06
20757,55,125,52,24.75
20758,55,126,52,25.08
20759,55,127,52,24.92
20760,55,128,52,24.58
20761,55,129,52,24.58
20762,55,130,52,24.58
20763,55,131,52,24.5
20764,55,132,52,25.25
20765,55,133,52,24.58
20766,55,134,52,25.25
20767,55,135,52,26.33
20768,55,136,52,27.08
20769,55,137,52,28.5
20770,55,138,52,28.08
20771,55,139,52,28.67
20772,55,140,52,28.25
20773,55,141,52,28.0
20774,55,142,52,27.67
20775,55,143,52,28.17
20776,55,144,52,28.17
20777,55,145,52,28.25
20778,55,146,52,28.0
20779,55,147,52,28.08
20780,55,148,52,28.25
20781,55,149,52,28.25
20782,55,150,52,28.33
20783,55,151,52,28.33
20784,55,152,52,28.33
20785,55,153,52,28.33
20786,55,154,52,28.33
20787,55,155,52,28.33
20788,55,156,52,28.5
20789,55,157,52,28.25
20790,55,158,52,28.42
20791,55,159,52,28.42
20792,55,160,52,28.0
20793,55,210,52,28.33
20794,55,166,52,28.33
20795,55,167,52,28.17
20796,55,168,52,28.67
20797,55,169,52,28.42
20798,55,170,52,28.58
20799,55,1,52,28.25
20800,55,2,52,28.58
20801,55,3,52,28.75
20802,55,4,52,28.92
20803,55,5,52,29.08
20804,55,9,52,29.75
20805,55,10,52,29.92
20806,55,11,52,29.75
20807,55,12,52,30.0
20808,55,13,52,30.17
20809,55,14,52,30.5
20810,55,15,52,30.5
20811,55,172,52,30.83
20812,55,173,52,30.67
20813,55,16,52,30.58
20814,55,17,52,30.75
20815,55,18,52,30.33
20816,55,19,52,30.58
20817,55,20,52,30.0
20818,55,21,52,30.17
20819,55,22,52,30.33
20820,55,23,52,30.75
20821,55,24,52,30.75
20822,55,25,52,30.92
20823,55,26,52,30.92
20824,55,27,52,30.58
20825,55,28,52,30.42
20826,55,29,52,30.75
20827,55,30,52,30.58
20828,55,31,52,31.08
20829,55,32,52,32.0
20830,55,34,52,31.33
20831,55,35,52,31.42
20832,55,36,52,31.17
20833,55,37,52,31.75
20834,55,38,52,31.67
20835,55,39,52,31.67
20836,55,40,52,31.75
20837,55,125,53,13.58
20838,55,126,53,14.29
20839,55,127,53,14.83
20840,55,128,53,14.63
20841,55,129,53,14.13
20842,55,130,53,13.75
20843,55,131,53,13.42
20844,55,132,53,14.25
20845,55,133,53,14.9
20846,55,134,53,15.38
20847,55,135,53,15.86
20848,55,136,53,16.4
20849,55,137,53,16.61
20850,55,138,53,17.39
20851,55,139,53,17.17
20852,55,140,53,17.5
20853,55,141,53,17.98
20854,55,142,53,17.83
20855,55,143,53,17.86
20856,55,144,53,18.44
20857,55,145,53,18.0
20858,55,146,53,17.54
20859,55,147,53,18.03
20860,55,148,53,17.67
20861,55,149,53,16.83
20862,55,150,53,16.92
20863,55,151,53,17.04
20864,55,152,53,16.17
20865,55,153,53,16.29
20866,55,154,53,15.83
20867,55,155,53,15.63
20868,55,156,53,15.54
20869,55,157,53,15.63
20870,55,158,53,16.21
20871,55,159,53,16.04
20872,55,160,53,16.29
20873,55,210,53,14.96
20874,55,166,53,14.71
20875,55,167,53,15.54
20876,55,168,53,16.46
20877,55,169,53,15.92
20878,55,170,53,15.75
20879,55,1,53,16.92
20880,55,2,53,16.13
20881,55,3,53,15.83
20882,55,4,53,15.58
20883,55,5,53,15.08
20884,55,9,53,16.38
20885,55,10,53,16.25
20886,55,11,53,15.75
20887,55,12,53,15.58
20888,55,13,53,16.0
20889,55,14,53,16.92
20890,55,15,53,16.42
20891,55,172,53,15.96
20892,55,173,53,15.58
20893,55,16,53,15.42
20894,55,17,53,16.5
20895,55,18,53,15.17
20896,55,19,53,15.0
20897,55,20,53,15.63
20898,55,21,53,15.33
20899,55,22,53,15.63
20900,55,23,53,15.5
20901,55,24,53,15.79
20902,55,25,53,15.42
20903,55,26,53,14.96
20904,55,27,53,15.13
20905,55,28,53,15.08
20906,55,29,53,15.13
20907,55,30,53,15.42
20908,55,31,53,15.83
20909,55,32,53,16.0
20910,55,34,53,15.83
20911,55,35,53,15.83
20912,55,36,53,16.04
20913,55,37,53,15.96
20914,55,38,53,15.42
20915,55,39,53,15.25
20916,55,40,53,15.25
20917,55,125,54,15.66
20918,55,126,54,15.76
20919,55,127,54,15.94
20920,55,128,54,15.82
20921,55,129,54,15.56
20922,55,130,54,15.5
20923,55,131,54,15.4
20924,55,132,54,16.52
20925,55,133,54,17.72
20926,55,134,54,17.42
20927,55,135,54,17.42
20928,55,136,54,17.42
20929,55,137,54,17.6
20930,55,138,54,17.5
20931,55,139,54,17.76
20932,55,140,54,17.66
20933,55,141,54,17.58
20934,55,142,54,17.58
20935,55,143,54,17.58
20936,55,144,54,17.58
20937,55,145,54,17.76
20938,55,146,54,17.56
20939,55,147,54,17.58
20940,55,148,54,17.66
20941,55,149,54,17.58
20942,55,150,54,17.66
20943,55,151,54,17.66
20944,55,152,54,17.66
20945,55,153,54,17.66
20946,55,154,54,17.66
20947,55,155,54,17.66
20948,55,156,54,17.66
20949,55,157,54,17.76
20950,55,158,54,17.84
20951,55,159,54,17.84
20952,55,160,54,17.84
20953,55,210,54,22.92
20954,55,166,54,23.76
20955,55,167,54,23.52
20956,55,168,54,23.4
20957,55,169,54,23.5
20958,55,170,54,23.58
20959,55,1,54,23.66
20960,55,2,54,23.76
20961,55,3,54,23.34
20962,55,4,54,23.34
20963,55,5,54,23.0
20964,55,9,54,22.84
20965,55,10,54,22.92
20966,55,11,54,22.92
20967,55,12,54,22.84
20968,55,13,54,22.76
20969,55,14,54,22.34
20970,55,15,54,22.34
20971,55,172,54,22.16
20972,55,173,54,21.92
20973,55,16,54,21.58
20974,55,17,54,21.26
20975,55,18,54,21.34
20976,55,19,54,21.08
20977,55,20,54,21.0
20978,55,21,54,20.34
20979,55,22,54,20.0
20980,55,23,54,19.84
20981,55,24,54,20.0
20982,55,25,54,20.16
20983,55,26,54,19.84
20984,55,27,54,19.5
20985,55,28,54,19.84
20986,55,29,54,20.0
20987,55,30,54,20.0
20988,55,31,54,19.84
20989,55,32,54,20.0
20990,55,34,54,19.68
20991,55,35,54,19.84
20992,55,36,54,19.84
20993,55,37,54,20.0
20994,55,38,54,19.84
20995,55,39,54,19.84
20996,55,40,54,19.76
20997,55,125,55,23.83
20998,55,126,55,21.0
20999,55,127,55,19.67
21000,55,128,55,17.67
21001,55,129,55,16.25
21002,55,130,55,16.0
21003,55,131,55,18.08
21004,55,132,55,22.58
21005,55,133,55,29.58
21006,55,134,55,34.42
21007,55,135,55,34.42
21008,55,136,55,35.67
21009,55,137,55,38.42
21010,55,138,55,38.33
21011,55,139,55,36.92
21012,55,140,55,28.92
21013,55,141,55,28.75
21014,55,142,55,30.0
21015,55,143,55,30.42
21016,55,144,55,30.42
21017,55,145,55,30.0
21018,55,146,55,31.67
21019,55,147,55,32.42
21020,55,148,55,33.75
21021,55,149,55,29.58
21022,55,150,55,23.08
21023,55,151,55,18.75
21024,55,152,55,16.42
21025,55,153,55,15.83
21026,55,154,56,28.58
21027,55,155,56,28.17
21028,55,156,56,29.17
21029,55,157,56,27.0
21030,55,158,56,26.83
21031,55,159,56,25.92
21032,55,160,56,34.67
21033,55,210,56,31.0
21034,55,166,56,32.92
21035,55,167,56,39.08
21036,55,168,56,47.08
21037,55,169,56,57.25
21038,55,170,56,55.75
21039,55,1,56,44.17
21040,55,2,56,41.67
21041,55,3,56,39.92
21042,55,4,56,41.5
21043,55,5,56,49.83
21044,55,9,56,46.5
21045,55,10,56,44.42
21046,55,11,56,43.0
21047,55,12,56,45.83
21048,55,13,56,49.67
21049,55,14,56,49.0
21050,55,15,56,43.58
21051,55,172,56,39.58
21052,55,173,56,38.58
21053,55,16,56,37.92
21054,55,17,56,37.75
21055,55,18,56,35.0
21056,55,19,56,33.33
21057,55,20,56,37.75
21058,55,21,56,44.25
21059,55,22,56,47.33
21060,55,23,56,45.42
21061,55,24,56,44.42
21062,55,25,56,41.5
21063,55,26,56,40.33
21064,55,27,56,40.42
21065,55,28,56,43.58
21066,55,29,56,54.0
21067,55,30,56,55.42
21068,55,31,56,64.17
21069,55,32,56,74.58
21070,55,34,56,68.08
21071,55,35,56,58.75
21072,55,36,56,48.75
21073,55,37,56,50.42
21074,55,38,56,47.75
